season,week,actual_eliminated,rank_eliminated,pct_eliminated,match_rank,match_pct,names,judge_ranks,fan_ranks,total_pct
15,5,[],Gilles Marini,Kelly Monaco,False,False,"['Gilles Marini' 'Sabrina Bryan' 'Kirstie Alley' 'Kelly Monaco'
 'Apolo Anton Ohno' 'Emmitt Smith' 'Shawn Johnson' 'Melissa Rycroft']",[2 1 7 8 2 6 2 2],[8 1 3 2 5 4 7 6],"[0.12370403 0.13318101 0.1222063  0.12135143 0.12526866 0.12555275
 0.12431049 0.12442532]"
15,6,['Sabrina Bryan'],Emmitt Smith,Gilles Marini,False,False,"['Gilles Marini' 'Sabrina Bryan' 'Kirstie Alley' 'Kelly Monaco'
 'Apolo Anton Ohno' 'Emmitt Smith' 'Shawn Johnson' 'Melissa Rycroft']",[5 1 5 7 1 8 4 3],[1 1 1 1 1 1 1 1],[nan nan nan nan nan nan nan nan]
15,7,[],Apolo Anton Ohno,Kirstie Alley,False,False,"['Gilles Marini' 'Kirstie Alley' 'Kelly Monaco' 'Apolo Anton Ohno'
 'Emmitt Smith' 'Shawn Johnson' 'Melissa Rycroft']",[5 7 3 6 4 2 1],[4 1 2 7 3 6 5],"[0.13991102 0.13274262 0.14792967 0.13754493 0.14360367 0.14790693
 0.15036116]"
15,8,"['Gilles Marini', 'Kirstie Alley']",Kirstie Alley,Gilles Marini,True,True,"['Gilles Marini' 'Kirstie Alley' 'Kelly Monaco' 'Apolo Anton Ohno'
 'Emmitt Smith' 'Shawn Johnson' 'Melissa Rycroft']",[2 7 5 2 4 6 1],[7 6 2 4 3 1 5],"[0.08493249 0.09410794 0.19638356 0.13230221 0.16080629 0.20314744
 0.12832008]"
15,9,"['Apolo Anton Ohno', 'Emmitt Smith']",Emmitt Smith,Apolo Anton Ohno,True,True,"['Kelly Monaco' 'Apolo Anton Ohno' 'Emmitt Smith' 'Shawn Johnson'
 'Melissa Rycroft']",[4 3 5 1 2],[1 5 4 3 2],[0.26495004 0.13290698 0.15299451 0.21031088 0.23883759]
15,10,[],Melissa Rycroft,Kelly Monaco,False,False,['Kelly Monaco' 'Shawn Johnson' 'Melissa Rycroft'],[2 3 1],[2 1 3],[0.33261467 0.33470379 0.33268154]
16,1,[],Wynonna Judd,D. L. Hughley,False,False,"['Ingo Rademacher' 'Zendaya' 'Dorothy Hamill' 'Victor Ortiz'
 'Alexandra Raisman' 'Jacoby Jones' 'D. L. Hughley' 'Andy Dick'
 'Wynonna Judd' 'Kellie Pickler' 'Lisa Vanderpump' 'Sean Lowe']",[ 5  1  2  8  2  5 12 11  8  2  8  7],[ 4  3 12  9  6  1  7  5 11  2  8 10],"[0.08612596 0.09540624 0.08589661 0.08025324 0.08743182 0.08696744
 0.06773087 0.07918697 0.07958215 0.08886198 0.08027151 0.08228523]"
16,2,[],Victor Ortiz,Dorothy Hamill,False,False,"['Ingo Rademacher' 'Zendaya' 'Dorothy Hamill' 'Victor Ortiz'
 'Alexandra Raisman' 'Jacoby Jones' 'D. L. Hughley' 'Andy Dick'
 'Wynonna Judd' 'Kellie Pickler' 'Lisa Vanderpump' 'Sean Lowe']",[ 5  1 12  8  3  4 11  5  8  1  8  5],[ 4  8  3 11  9  7  6 12  5  2 10  1],"[0.08326532 0.09468191 0.07350236 0.07714107 0.09018689 0.08855464
 0.07432501 0.08042166 0.07895095 0.09624399 0.07742775 0.08529842]"
16,3,['Wynonna Judd'],Wynonna Judd,Wynonna Judd,True,True,"['Ingo Rademacher' 'Zendaya' 'Victor Ortiz' 'Alexandra Raisman'
 'Jacoby Jones' 'D. L. Hughley' 'Andy Dick' 'Wynonna Judd'
 'Kellie Pickler' 'Lisa Vanderpump' 'Sean Lowe']",[ 6  1  4  4  1 10  9 11  3  6  6],[ 4  8  7  6  5  1  2 11 10  9  3],"[0.09427816 0.1009018  0.09459628 0.0949364  0.10381614 0.09038523
 0.09305224 0.04548256 0.09789644 0.09005454 0.09460021]"
16,4,['Lisa Vanderpump'],Lisa Vanderpump,Lisa Vanderpump,True,True,"['Ingo Rademacher' 'Zendaya' 'Victor Ortiz' 'Alexandra Raisman'
 'Jacoby Jones' 'D. L. Hughley' 'Andy Dick' 'Kellie Pickler'
 'Lisa Vanderpump' 'Sean Lowe']",[5 2 9 1 4 6 6 2 9 8],[ 6  8  1  4  7  3  5  9 10  2],"[0.10329193 0.10745383 0.10728886 0.11253816 0.10492594 0.10113631
 0.09909275 0.10460512 0.05349295 0.10617416]"
16,5,['D. L. Hughley'],D. L. Hughley,D. L. Hughley,True,True,"['Ingo Rademacher' 'Zendaya' 'Victor Ortiz' 'Alexandra Raisman'
 'Jacoby Jones' 'D. L. Hughley' 'Andy Dick' 'Kellie Pickler' 'Sean Lowe']",[6 1 6 4 3 8 8 2 5],[2 6 3 5 7 9 1 4 8],"[0.11942264 0.12486781 0.11524851 0.1166337  0.1166434  0.05746058
 0.11735537 0.12152705 0.11084094]"
16,6,['Victor Ortiz'],Victor Ortiz,Victor Ortiz,True,True,"['Ingo Rademacher' 'Zendaya' 'Victor Ortiz' 'Alexandra Raisman'
 'Jacoby Jones' 'Andy Dick' 'Kellie Pickler' 'Sean Lowe']",[4 3 8 2 6 7 1 4],[6 4 8 3 2 1 7 5],"[0.12471241 0.13489114 0.07180719 0.13641101 0.13336593 0.13693959
 0.13450387 0.12736887]"
16,7,['Andy Dick'],Andy Dick,Andy Dick,True,True,"['Ingo Rademacher' 'Zendaya' 'Alexandra Raisman' 'Jacoby Jones'
 'Andy Dick' 'Kellie Pickler' 'Sean Lowe']",[5 2 1 4 7 3 6],[2 3 6 4 7 5 1],"[0.1511903  0.15880348 0.15910277 0.14786225 0.07042704 0.15201264
 0.16060153]"
16,8,['Sean Lowe'],Sean Lowe,Sean Lowe,True,True,"['Ingo Rademacher' 'Zendaya' 'Alexandra Raisman' 'Jacoby Jones'
 'Kellie Pickler' 'Sean Lowe']",[5 1 2 4 3 6],[1 4 3 2 5 6],[0.19264626 0.17815722 0.17822851 0.17941325 0.17206462 0.09949014]
16,9,['Ingo Rademacher'],Ingo Rademacher,Ingo Rademacher,True,True,"['Ingo Rademacher' 'Zendaya' 'Alexandra Raisman' 'Jacoby Jones'
 'Kellie Pickler']",[5 4 1 1 3],[5 1 3 4 2],[0.13234138 0.23467669 0.20988679 0.20657873 0.21651642]
16,10,['Alexandra Raisman'],Alexandra Raisman,Alexandra Raisman,True,True,['Zendaya' 'Alexandra Raisman' 'Jacoby Jones' 'Kellie Pickler'],[1 3 4 1],[2 4 1 3],[0.28061824 0.17126263 0.28938974 0.25872939]
17,1,[],Valerie Harper,Bill Nye,False,False,"['Valerie Harper' 'Brant Daugherty' 'Elizabeth Berkley Lauren'
 'Leah Remini' 'Corbin Bleu' 'Amber Riley' 'Keyshawn Johnson'
 'Bill Engvall' 'Christina Milian' 'Nicole ""Snooki"" Polizzi'
 'Jack Osbourne' 'Bill Nye']",[ 8  6  2  8  2  1 11 10  6  4  4 12],[12  2  8  7  6  4  5  9 11  3 10  1],"[0.0812914  0.08610344 0.08769926 0.08187465 0.08796009 0.09525155
 0.07566469 0.0759618  0.08337701 0.08790602 0.08571949 0.0711906 ]"
17,2,['Keyshawn Johnson'],Keyshawn Johnson,Keyshawn Johnson,True,True,"['Valerie Harper' 'Brant Daugherty' 'Elizabeth Berkley Lauren'
 'Leah Remini' 'Corbin Bleu' 'Amber Riley' 'Keyshawn Johnson'
 'Bill Engvall' 'Christina Milian' 'Nicole ""Snooki"" Polizzi'
 'Jack Osbourne' 'Bill Nye']",[10  7  2  4  1  4 11  8  2  9  4 12],[ 1  9  4 11  3 10 12  8  6  5  7  2],"[0.08829363 0.08490485 0.09369602 0.08225739 0.09559038 0.08594341
 0.04323913 0.08308552 0.0911792  0.08375633 0.08912362 0.07893052]"
17,3,['Bill Nye'],Bill Nye,Bill Nye,True,True,"['Valerie Harper' 'Brant Daugherty' 'Elizabeth Berkley Lauren'
 'Leah Remini' 'Corbin Bleu' 'Amber Riley' 'Bill Engvall'
 'Christina Milian' 'Nicole ""Snooki"" Polizzi' 'Jack Osbourne' 'Bill Nye']",[10  1  4  6  2  6  6  2  4  9 10],[ 2  9  4  6  3 10  5  7  8  1 11],"[0.0887275  0.097576   0.09745327 0.09442615 0.10025755 0.08967698
 0.0949736  0.09822757 0.0941274  0.10162459 0.04292939]"
17,4,['Valerie Harper'],Valerie Harper,Valerie Harper,True,True,"['Valerie Harper' 'Brant Daugherty' 'Elizabeth Berkley Lauren'
 'Leah Remini' 'Corbin Bleu' 'Amber Riley' 'Bill Engvall'
 'Christina Milian' 'Nicole ""Snooki"" Polizzi' 'Jack Osbourne']",[10  8  1  4  1  1  8  4  4  4],[10  1  7  6  5  9  2  4  3  8],"[0.05511663 0.10798541 0.10786156 0.10291258 0.10933413 0.10615353
 0.1001835  0.10405342 0.10638745 0.10001179]"
17,5,['Christina Milian'],Leah Remini,Brant Daugherty,False,False,"['Brant Daugherty' 'Elizabeth Berkley Lauren' 'Leah Remini' 'Corbin Bleu'
 'Amber Riley' 'Bill Engvall' 'Christina Milian' 'Nicole ""Snooki"" Polizzi'
 'Jack Osbourne']",[3 6 9 1 6 8 1 3 3],[1 1 1 1 1 1 1 1 1],[nan nan nan nan nan nan nan nan nan]
17,6,[],Bill Engvall,Bill Engvall,False,False,"['Brant Daugherty' 'Elizabeth Berkley Lauren' 'Leah Remini' 'Corbin Bleu'
 'Amber Riley' 'Bill Engvall' 'Nicole ""Snooki"" Polizzi' 'Jack Osbourne']",[3 2 5 6 1 8 4 7],[8 2 4 5 1 7 6 3],"[0.12746645 0.13253386 0.12348031 0.11998585 0.13544783 0.1130411
 0.12642338 0.12162121]"
17,7,"['Nicole ""Snooki"" Polizzi']","Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi",True,True,"['Brant Daugherty' 'Elizabeth Berkley Lauren' 'Leah Remini' 'Corbin Bleu'
 'Amber Riley' 'Bill Engvall' 'Nicole ""Snooki"" Polizzi' 'Jack Osbourne']",[3 5 7 1 1 8 5 3],[6 3 2 5 7 1 8 4],"[0.12210948 0.1313723  0.14059974 0.12714775 0.12177685 0.15662789
 0.07322208 0.1271439 ]"
17,8,['Brant Daugherty'],Brant Daugherty,Brant Daugherty,True,True,"['Brant Daugherty' 'Elizabeth Berkley Lauren' 'Leah Remini' 'Corbin Bleu'
 'Amber Riley' 'Bill Engvall' 'Jack Osbourne']",[5 6 3 1 3 7 1],[7 3 6 2 5 1 4],"[0.08641745 0.14453366 0.14319424 0.16141352 0.14465671 0.16635481
 0.15342961]"
17,9,['Elizabeth Berkley Lauren'],Elizabeth Berkley Lauren,Elizabeth Berkley Lauren,True,True,"['Elizabeth Berkley Lauren' 'Leah Remini' 'Corbin Bleu' 'Amber Riley'
 'Bill Engvall' 'Jack Osbourne']",[2 3 1 5 6 3],[6 5 4 2 1 3],[0.10307885 0.13994898 0.16146983 0.21331163 0.21997642 0.16221428]
17,10,['Leah Remini'],Leah Remini,Leah Remini,True,True,['Leah Remini' 'Corbin Bleu' 'Amber Riley' 'Bill Engvall' 'Jack Osbourne'],[4 2 1 5 3],[5 3 4 2 1],[0.12402895 0.21329958 0.20424282 0.22125161 0.23717704]
17,11,['Bill Engvall'],Bill Engvall,Bill Engvall,True,True,['Corbin Bleu' 'Amber Riley' 'Bill Engvall' 'Jack Osbourne'],[2 1 4 3],[2 3 4 1],[0.26867723 0.27267517 0.16585466 0.29279295]
18,1,[],Billy Dee Williams,Billy Dee Williams,False,False,"['Billy Dee Williams' 'Danica McKellar' 'James Maslow'
 'Candace Cameron Bure' 'Sean Avery' 'Diana Nyad' 'Charlie White'
 'Amy Purdy' 'Meryl Davis' 'Drew Carey' 'Cody Simpson' 'NeNe Leakes']",[12  3  7  2 10 11  1  3  3  7  6  7],[ 9  2  1  3 10  5 11  8  7  4 12  6],"[0.06959346 0.08891282 0.08412837 0.09075104 0.07902015 0.0758623
 0.09221456 0.08688137 0.08705039 0.08304123 0.08121419 0.08133013]"
18,2,['Sean Avery'],Sean Avery,Sean Avery,True,True,"['Billy Dee Williams' 'Danica McKellar' 'James Maslow'
 'Candace Cameron Bure' 'Sean Avery' 'Charlie White' 'Amy Purdy'
 'Meryl Davis' 'Drew Carey' 'Cody Simpson' 'NeNe Leakes']",[11  4  1  7  7  1  4  1  7  6  7],[ 1  9 10  3 11  4  8  7  6  5  2],"[0.09603486 0.089319   0.09118299 0.09490015 0.05025619 0.10052332
 0.09429668 0.09901647 0.09186702 0.0943393  0.09826402]"
18,3,[],Candace Cameron Bure,Candace Cameron Bure,False,False,"['Danica McKellar' 'James Maslow' 'Candace Cameron Bure' 'Charlie White'
 'Amy Purdy' 'Meryl Davis' 'Drew Carey' 'Cody Simpson' 'NeNe Leakes']",[2 2 7 2 2 1 9 6 8],[8 6 9 7 2 5 3 1 4],"[0.11253617 0.11307464 0.10482224 0.11255637 0.11484139 0.11824296
 0.10505811 0.11336817 0.10549994]"
18,4,[],Candace Cameron Bure,Candace Cameron Bure,False,False,"['Danica McKellar' 'James Maslow' 'Candace Cameron Bure' 'Charlie White'
 'Amy Purdy' 'Meryl Davis' 'Drew Carey' 'Cody Simpson' 'NeNe Leakes']",[6 2 9 4 3 1 4 8 6],[2 9 6 5 3 8 7 4 1],"[0.11158016 0.11092344 0.10224163 0.11106811 0.11449951 0.11979475
 0.109994   0.10773605 0.11216235]"
18,5,['Cody Simpson'],Cody Simpson,Cody Simpson,True,True,"['Danica McKellar' 'James Maslow' 'Candace Cameron Bure' 'Charlie White'
 'Amy Purdy' 'Meryl Davis' 'Drew Carey' 'Cody Simpson' 'NeNe Leakes']",[2 1 7 3 3 5 9 8 5],[8 7 2 4 3 5 1 9 6],"[0.11475064 0.11669098 0.1224031  0.11617606 0.12069121 0.11447038
 0.11491752 0.06754692 0.11235318]"
18,6,['Drew Carey'],Drew Carey,Drew Carey,True,True,"['Danica McKellar' 'James Maslow' 'Candace Cameron Bure' 'Charlie White'
 'Amy Purdy' 'Meryl Davis' 'Drew Carey' 'NeNe Leakes']",[3 5 7 3 2 1 7 6],[7 3 1 4 5 6 8 2],"[0.12479692 0.13177133 0.13635509 0.13196108 0.131721   0.13205806
 0.07343619 0.13790034]"
18,7,['NeNe Leakes'],NeNe Leakes,NeNe Leakes,True,True,"['Danica McKellar' 'James Maslow' 'Candace Cameron Bure' 'Charlie White'
 'Amy Purdy' 'Meryl Davis' 'NeNe Leakes']",[4 6 3 5 2 1 7],[4 1 6 2 3 5 7],"[0.14822632 0.16394376 0.1444416  0.14937231 0.15216684 0.15146306
 0.09038612]"
18,8,['Danica McKellar'],Danica McKellar,Danica McKellar,True,True,"['Danica McKellar' 'James Maslow' 'Candace Cameron Bure' 'Charlie White'
 'Amy Purdy' 'Meryl Davis']",[3 4 4 1 1 4],[6 2 1 5 4 3],[0.10120338 0.18396886 0.18867921 0.17369672 0.17411075 0.17834108]
18,9,['Charlie White'],Charlie White,Charlie White,True,True,"['James Maslow' 'Candace Cameron Bure' 'Charlie White' 'Amy Purdy'
 'Meryl Davis']",[3 5 3 2 1],[3 1 5 2 4],[0.21065752 0.23687269 0.12189088 0.21554554 0.21503337]
18,10,['James Maslow'],James Maslow,James Maslow,True,True,['James Maslow' 'Candace Cameron Bure' 'Amy Purdy' 'Meryl Davis'],[3 4 2 1],[4 1 2 3],[0.16577108 0.27717182 0.29068503 0.26637207]
19,1,['Lolo Jones'],Lolo Jones,Lolo Jones,True,True,"['Antonio Sabato Jr.' 'Jonathan Bennett' 'Lea Thompson' 'Janel Parrish'
 'Alfonso Ribeiro' 'Lolo Jones' 'Randy Couture' 'Tommy Chong'
 'Betsey Johnson' 'Michael Waltrip' 'Tavis Smiley' 'Bethany Mota'
 'Sadie Robertson']",[10  6  3  7  1 12  5  9 13 10  7  3  2],[ 3  9  8  5  6 13  7  4  2  1 11 12 10],"[0.07863198 0.07859754 0.08164989 0.08104152 0.08875833 0.03834411
 0.08162705 0.07917954 0.0726678  0.07960137 0.07677649 0.0791574
 0.08396697]"
19,2,['Tavis Smiley'],Tavis Smiley,Tavis Smiley,True,True,"['Antonio Sabato Jr.' 'Jonathan Bennett' 'Lea Thompson' 'Janel Parrish'
 'Alfonso Ribeiro' 'Randy Couture' 'Tommy Chong' 'Betsey Johnson'
 'Michael Waltrip' 'Tavis Smiley' 'Bethany Mota' 'Sadie Robertson']",[ 5  7  1  2  4  8  8  8 12  8  3  5],[11  5  4 10  7  3  2  6  1 12  8  9],"[0.0788126  0.08568873 0.09418014 0.08547567 0.08759968 0.08496855
 0.08930462 0.08236291 0.09805398 0.0445179  0.08698793 0.0820473 ]"
19,3,['Randy Couture'],Randy Couture,Randy Couture,True,True,"['Antonio Sabato Jr.' 'Jonathan Bennett' 'Lea Thompson' 'Janel Parrish'
 'Alfonso Ribeiro' 'Randy Couture' 'Tommy Chong' 'Betsey Johnson'
 'Michael Waltrip' 'Bethany Mota' 'Sadie Robertson']",[ 8  4  7  1  4 11  3  8 10  1  4],[ 3  6  8  7  4 11  9  2  1  5 10],"[0.09155064 0.09261548 0.09007297 0.10352482 0.09390156 0.05003391
 0.09352541 0.09493572 0.09584286 0.10397375 0.09002289]"
19,4,['Betsey Johnson'],Betsey Johnson,Betsey Johnson,True,True,"['Antonio Sabato Jr.' 'Jonathan Bennett' 'Lea Thompson' 'Janel Parrish'
 'Alfonso Ribeiro' 'Tommy Chong' 'Betsey Johnson' 'Michael Waltrip'
 'Bethany Mota' 'Sadie Robertson']",[ 6 10  2  4  1  8  6  9  5  3],[ 6  1  3  9  7  4 10  2  5  8],"[0.09721702 0.11545411 0.11652157 0.09676071 0.11300505 0.09820444
 0.05265548 0.10784176 0.10353478 0.09880508]"
19,5,[],Michael Waltrip,Michael Waltrip,False,False,"['Antonio Sabato Jr.' 'Jonathan Bennett' 'Lea Thompson' 'Janel Parrish'
 'Alfonso Ribeiro' 'Tommy Chong' 'Michael Waltrip' 'Bethany Mota'
 'Sadie Robertson']",[6 7 2 4 2 8 9 5 1],[1 6 7 2 4 3 8 9 5],"[0.11001983 0.10061212 0.11931082 0.11937786 0.12032657 0.09958057
 0.09279342 0.11460204 0.12337678]"
19,6,['Jonathan Bennett'],Jonathan Bennett,Jonathan Bennett,True,True,"['Antonio Sabato Jr.' 'Jonathan Bennett' 'Lea Thompson' 'Janel Parrish'
 'Alfonso Ribeiro' 'Tommy Chong' 'Michael Waltrip' 'Bethany Mota'
 'Sadie Robertson']",[8 5 5 4 1 8 7 2 3],[3 9 5 4 6 1 2 8 7],"[0.12136145 0.0650253  0.11307804 0.11584084 0.12360592 0.12768967
 0.1258918  0.10261515 0.10489182]"
19,7,['Antonio Sabato Jr.'],Antonio Sabato Jr.,Antonio Sabato Jr.,True,True,"['Antonio Sabato Jr.' 'Lea Thompson' 'Janel Parrish' 'Alfonso Ribeiro'
 'Tommy Chong' 'Michael Waltrip' 'Bethany Mota' 'Sadie Robertson']",[7 2 4 3 6 8 1 5],[8 6 3 5 1 2 7 4],"[0.0739824  0.12867252 0.13524018 0.13218366 0.14002646 0.12777888
 0.13264942 0.12946649]"
19,8,['Michael Waltrip'],Michael Waltrip,Michael Waltrip,True,True,"['Lea Thompson' 'Janel Parrish' 'Alfonso Ribeiro' 'Tommy Chong'
 'Michael Waltrip' 'Bethany Mota' 'Sadie Robertson']",[5 1 2 6 7 3 4],[2 6 5 1 7 3 4],"[0.14521021 0.15859688 0.15771939 0.15214047 0.07314611 0.15970504
 0.15348189]"
19,9,['Lea Thompson'],Lea Thompson,Lea Thompson,True,True,"['Lea Thompson' 'Janel Parrish' 'Alfonso Ribeiro' 'Tommy Chong'
 'Bethany Mota' 'Sadie Robertson']",[5 1 1 6 3 4],[6 3 5 1 4 2],[0.10697134 0.17643896 0.1737957  0.17807028 0.17085817 0.19386556]
19,10,['Tommy Chong'],Tommy Chong,Tommy Chong,True,True,"['Janel Parrish' 'Alfonso Ribeiro' 'Tommy Chong' 'Bethany Mota'
 'Sadie Robertson']",[1 3 5 2 4],[4 2 5 3 1],[0.20704593 0.2221959  0.12456785 0.20547207 0.24071825]
19,11,['Bethany Mota'],Bethany Mota,Bethany Mota,True,True,['Janel Parrish' 'Alfonso Ribeiro' 'Bethany Mota' 'Sadie Robertson'],[3 1 4 2],[1 2 4 3],[0.3158294  0.25507061 0.18376459 0.2453354 ]
20,1,[],Redfoo,Redfoo,False,False,"['Suzanne Somers' 'Willow Shields' 'Riker Lynch' 'Rumer Willis'
 'Nastia Liukin' 'Michael Sam' 'Robert Herjavec' 'Charlotte McKinney'
 'Noah Galloway' 'Redfoo' 'Patti LaBelle' 'Chris Soules']",[ 8  8  2  1  3  5  4 11  5 11  8  5],[ 6  8  2  4  5 11  3  1 12 10  7  9],"[0.08120555 0.08097611 0.09211099 0.09257054 0.08940023 0.08117978
 0.08635125 0.07829703 0.07941598 0.07498318 0.08116231 0.08234705]"
20,2,['Redfoo'],Redfoo,Redfoo,True,True,"['Suzanne Somers' 'Willow Shields' 'Riker Lynch' 'Rumer Willis'
 'Nastia Liukin' 'Michael Sam' 'Robert Herjavec' 'Charlotte McKinney'
 'Noah Galloway' 'Redfoo' 'Patti LaBelle' 'Chris Soules']",[ 6  2  2  2  1  6  6 11 10  5  6 12],[ 6 10  9  7 11  4  5  2  3 12  8  1],"[0.08114644 0.07291705 0.07446388 0.08084586 0.07246344 0.09542387
 0.08417021 0.10595655 0.10254736 0.04917433 0.07110428 0.10978675]"
20,3,['Charlotte McKinney'],Charlotte McKinney,Charlotte McKinney,True,True,"['Suzanne Somers' 'Willow Shields' 'Riker Lynch' 'Rumer Willis'
 'Nastia Liukin' 'Michael Sam' 'Robert Herjavec' 'Charlotte McKinney'
 'Noah Galloway' 'Patti LaBelle' 'Chris Soules']",[ 8  4  1  3  1  9  6 10  5 10  7],[ 2  9  5 10  7  1  4 11  6  3  8],"[0.09321659 0.09654737 0.10365214 0.09734586 0.10043802 0.09411071
 0.09704342 0.0452419  0.09441047 0.08778381 0.09020971]"
20,4,['Michael Sam'],Michael Sam,Michael Sam,True,True,"['Suzanne Somers' 'Willow Shields' 'Riker Lynch' 'Rumer Willis'
 'Nastia Liukin' 'Michael Sam' 'Robert Herjavec' 'Noah Galloway'
 'Patti LaBelle' 'Chris Soules']",[ 9  1  4  3  2  7  4  6  7 10],[ 1  5  6  7  9 10  8  4  3  2],"[0.10656826 0.11215752 0.10283244 0.10366352 0.10427433 0.05463164
 0.1014154  0.10294152 0.10806076 0.10345462]"
20,5,['Suzanne Somers'],Suzanne Somers,Suzanne Somers,True,True,"['Suzanne Somers' 'Willow Shields' 'Riker Lynch' 'Rumer Willis'
 'Nastia Liukin' 'Robert Herjavec' 'Noah Galloway' 'Patti LaBelle'
 'Chris Soules']",[5 4 2 1 2 9 5 7 7],[9 4 7 8 6 1 5 3 2],"[0.05886429 0.12173922 0.11841463 0.11096087 0.12193477 0.13305631
 0.10566563 0.11170103 0.11766326]"
20,6,['Patti LaBelle'],Patti LaBelle,Patti LaBelle,True,True,"['Willow Shields' 'Riker Lynch' 'Rumer Willis' 'Nastia Liukin'
 'Robert Herjavec' 'Noah Galloway' 'Patti LaBelle' 'Chris Soules']",[2 1 4 2 8 6 6 5],[6 5 4 7 1 2 8 3],"[0.12135147 0.12823647 0.12924813 0.12110316 0.14908159 0.13961564
 0.07430384 0.13705969]"
20,7,['Willow Shields'],Willow Shields,Willow Shields,True,True,"['Willow Shields' 'Riker Lynch' 'Rumer Willis' 'Nastia Liukin'
 'Robert Herjavec' 'Noah Galloway' 'Chris Soules']",[2 4 4 1 6 3 6],[7 3 4 5 2 6 1],"[0.09435072 0.15158591 0.13141391 0.1272565  0.18012028 0.11861245
 0.19666023]"
20,8,"['Robert Herjavec', 'Chris Soules']",Robert Herjavec,Chris Soules,True,True,"['Riker Lynch' 'Rumer Willis' 'Nastia Liukin' 'Robert Herjavec'
 'Noah Galloway' 'Chris Soules']",[2 1 3 6 5 4],[4 3 2 5 1 6],[0.18072301 0.18486802 0.19415971 0.12166904 0.21832722 0.10025299]
20,9,['Nastia Liukin'],Nastia Liukin,Nastia Liukin,True,True,['Riker Lynch' 'Rumer Willis' 'Nastia Liukin' 'Noah Galloway'],[1 3 1 4],[3 2 4 1],[0.20175517 0.2605029  0.1576151  0.38012683]
20,10,[],Noah Galloway,Noah Galloway,False,False,['Riker Lynch' 'Rumer Willis' 'Noah Galloway'],[1 1 3],[3 1 2],[0.33194598 0.34392842 0.3241256 ]
21,1,[],Kim Zolciak-Biermann,Kim Zolciak-Biermann,False,False,"['Gary Busey' 'Alexa PenaVega' 'Carlos PenaVega' 'Victor Espinoza'
 'Alek Skarlatos' 'Chaka Khan' 'Andy Grammer' 'Tamar Braxton'
 'Nick Carter' 'Hayes Grier' 'Bindi Irwin' 'Kim Zolciak-Biermann'
 'Paula Deen']",[ 9  5  3  9  5 12  7  3  1  7  1 13  9],[10  9 11  7  1  5  4 12  8  2  3 13  6],"[0.06736242 0.08186364 0.0833548  0.06848428 0.08444868 0.06495756
 0.08153017 0.08315634 0.08618903 0.08186749 0.08764609 0.06058715
 0.06855237]"
21,2,"['Victor Espinoza', 'Chaka Khan']",Chaka Khan,Victor Espinoza,True,True,"['Gary Busey' 'Alexa PenaVega' 'Carlos PenaVega' 'Victor Espinoza'
 'Alek Skarlatos' 'Chaka Khan' 'Andy Grammer' 'Tamar Braxton'
 'Nick Carter' 'Hayes Grier' 'Bindi Irwin' 'Kim Zolciak-Biermann'
 'Paula Deen']",[12  3  4  9  4 13  8  1  4  4  2  9  9],[ 1  9 11 13 10 12  6  4  5  7  8  2  3],"[0.08816083 0.08108199 0.07869605 0.04112884 0.0794613  0.04156863
 0.08306848 0.08828142 0.084562   0.08341718 0.08514552 0.0858732
 0.07955455]"
21,3,[],Hayes Grier,Paula Deen,False,False,"['Gary Busey' 'Alexa PenaVega' 'Carlos PenaVega' 'Alek Skarlatos'
 'Andy Grammer' 'Tamar Braxton' 'Nick Carter' 'Hayes Grier' 'Bindi Irwin'
 'Paula Deen']",[ 9  1  6  3  8  3  1  7  5 10],[ 5 10  4  3  2  9  8  7  6  1],"[0.09110478 0.10617383 0.101298   0.10506453 0.09920473 0.10303657
 0.10843445 0.09861938 0.10202024 0.08504349]"
21,4,['Gary Busey'],Gary Busey,Gary Busey,True,True,"['Gary Busey' 'Alexa PenaVega' 'Carlos PenaVega' 'Alek Skarlatos'
 'Andy Grammer' 'Tamar Braxton' 'Nick Carter' 'Hayes Grier' 'Bindi Irwin'
 'Paula Deen']",[10  8  5  6  7  2  2  2  1  9],[10  2  8  9  3  5  6  4  7  1],"[0.04736204 0.1031189  0.10264114 0.10015159 0.10432868 0.10964355
 0.10824479 0.11224261 0.10985362 0.10241307]"
21,5,[],Hayes Grier,Paula Deen,False,False,"['Alexa PenaVega' 'Carlos PenaVega' 'Alek Skarlatos' 'Andy Grammer'
 'Tamar Braxton' 'Nick Carter' 'Hayes Grier' 'Bindi Irwin' 'Paula Deen']",[1 2 7 4 7 5 6 3 9],[8 3 4 7 2 5 9 6 1],"[0.12047433 0.12153701 0.10468427 0.11392579 0.10625599 0.11339962
 0.10201566 0.1162073  0.10150002]"
21,6,['Paula Deen'],Paula Deen,Paula Deen,True,True,"['Alexa PenaVega' 'Carlos PenaVega' 'Alek Skarlatos' 'Andy Grammer'
 'Tamar Braxton' 'Nick Carter' 'Hayes Grier' 'Bindi Irwin' 'Paula Deen']",[7 5 7 1 1 4 6 1 9],[2 3 1 6 4 7 5 8 9],"[0.11450339 0.12121227 0.1186411  0.12123387 0.1218965  0.11850218
 0.10881606 0.11966671 0.0555279 ]"
